policyID	statecode	county	point_latitude	point_longitude	line	construction	point_granularity
699478	FL	FRANKLIN COUNTY	29738159	-85031105	Residential	Wood	1
415463	FL	FRANKLIN COUNTY	2973067	-8499158	Residential	Wood	4
351135	FL	FRANKLIN COUNTY	29723085	-84991821	Residential	Masonry	1
496510	FL	FRANKLIN COUNTY	29723104	-84991844	Residential	Masonry	1
485677	FL	LIBERTY COUNTY	30432535	-8499636	Residential	Wood	4
677003	FL	LIBERTY COUNTY	3043059	-8497661	Residential	Wood	3
105608	FL	LIBERTY COUNTY	30431595	-84990662	Residential	Masonry	1
158676	FL	LIBERTY COUNTY	30422611	-84982117	Residential	Wood	3
777817	FL	LIBERTY COUNTY	3043273	-84983205	Residential	Wood	3
812774	FL	LIBERTY COUNTY	30429909	-84973289	Residential	Wood	1
159089	FL	LIBERTY COUNTY	30453566	-84966919	Residential	Wood	3
786677	FL	LIBERTY COUNTY	30436255	-84978836	Residential	Wood	3
259373	FL	LIBERTY COUNTY	304089	-8498373	Residential	Wood	1
451475	FL	LIBERTY COUNTY	30422852	-84980522	Residential	Wood	1
882753	FL	LIBERTY COUNTY	30422852	-84980522	Residential	Wood	1
783377	FL	LIBERTY COUNTY	303407	-84973	Residential	Wood	4
437430	FL	LIBERTY COUNTY	30492489	-84898445	Residential	Wood	4
827369	FL	LIBERTY COUNTY	303407	-84973	Residential	Masonry	4
596250	FL	LIBERTY COUNTY	303407	-84973	Residential	Wood	4
285886	FL	LIBERTY COUNTY	30434305	-84981789	Residential	Masonry	1
458484	FL	LIBERTY COUNTY	3043203	-84946106	Residential	Wood	1
486112	FL	LIBERTY COUNTY	303407	-84973	Residential	Wood	4
101338	FL	LIBERTY COUNTY	30387075	-84796036	Residential	Wood	3
232095	FL	LIBERTY COUNTY	30318365	-85011095	Residential	Wood	3
342224	FL	LIBERTY COUNTY	303407	-84973	Residential	Wood	4
886136	FL	LIBERTY COUNTY	303407	-84973	Residential	Wood	3
903258	FL	LIBERTY COUNTY	303407	-84973	Residential	Wood	3
520030	FL	LIBERTY COUNTY	30430826	-84976631	Residential	Masonry	1
277195	FL	LIBERTY COUNTY	30430826	-84976631	Residential	Wood	1
181268	FL	LIBERTY COUNTY	30430826	-84976631	Residential	Wood	1
128861	FL	LIBERTY COUNTY	30430826	-84976631	Commercial	Reinforced Masonry	1
502760	FL	LIBERTY COUNTY	30426262	-84981903	Residential	Wood	1
848887	FL	LIBERTY COUNTY	30426262	-84981903	Residential	Wood	1
548440	FL	LIBERTY COUNTY	30426262	-84981903	Residential	Wood	1
201566	FL	LIBERTY COUNTY	30345278	-84986946	Residential	Wood	3
744482	FL	FRANKLIN COUNTY	29847979	-84680313	Residential	Wood	1
390109	FL	FRANKLIN COUNTY	2988059	-84653815	Residential	Wood	1
511392	FL	FRANKLIN COUNTY	29879114	-84656799	Residential	Wood	1
408803	FL	FRANKLIN COUNTY	29879114	-84656799	Residential	Wood	1
411806	FL	FRANKLIN COUNTY	29879114	-84656799	Residential	Wood	1
344504	FL	FRANKLIN COUNTY	29807795	-8472883	Residential	Masonry	4
433345	FL	FRANKLIN COUNTY	298914	-846333	Residential	Wood	4
272099	FL	FRANKLIN COUNTY	298833	-845958	Residential	Wood	4
163684	FL	GADSDEN COUNTY	3070475	-84843307	Residential	Wood	3
719955	FL	GADSDEN COUNTY	30703733	-84847839	Residential	Wood	1
876995	FL	GADSDEN COUNTY	306768	-848177	Residential	Masonry	3
743399	FL	GADSDEN COUNTY	306768	-848177	Residential	Wood	3
595305	FL	GADSDEN COUNTY	306768	-848177	Residential	Wood	3
910435	FL	GADSDEN COUNTY	306768	-848177	Residential	Wood	3
131728	FL	GADSDEN COUNTY	306768	-848177	Residential	Wood	3
372630	FL	GADSDEN COUNTY	30704964	-84845322	Commercial	Reinforced Masonry	1
273180	FL	GADSDEN COUNTY	30615427	-84821274	Residential	Wood	3
618362	FL	GADSDEN COUNTY	306017	-8474929	Residential	Wood	1
653880	FL	GADSDEN COUNTY	30704916	-84847542	Residential	Wood	1
939368	FL	GADSDEN COUNTY	3068786	-84832415	Residential	Wood	3
320372	FL	GADSDEN COUNTY	30701387	-84854454	Residential	Wood	3
695248	FL	GADSDEN COUNTY	30701387	-84854454	Residential	Wood	3
622358	FL	GADSDEN COUNTY	3069277	-848405	Residential	Wood	1
248006	FL	GADSDEN COUNTY	30692225	-84841495	Residential	Wood	3
717616	FL	GADSDEN COUNTY	30684105	-8483954	Residential	Wood	3
678182	FL	GADSDEN COUNTY	306933	-8484435	Residential	Wood	1
399488	FL	GADSDEN COUNTY	30692205	-84839653	Residential	Wood	1
739362	FL	GADSDEN COUNTY	30692205	-84839653	Residential	Wood	1
760498	FL	GADSDEN COUNTY	3068445	-84828697	Residential	Wood	1
447188	FL	GADSDEN COUNTY	30700686	-84835258	Residential	Wood	3
255060	FL	GADSDEN COUNTY	3069833	-8483326	Commercial	Reinforced Masonry	3
964099	FL	GADSDEN COUNTY	30692335	-848377	Residential	Masonry	1
853251	FL	GADSDEN COUNTY	30692335	-848377	Residential	Wood	1
280691	FL	GADSDEN COUNTY	30704992	-84843292	Residential	Masonry	1
436217	FL	WAKULLA COUNTY	30192354	-84371811	Residential	Masonry	1
137690	FL	WAKULLA COUNTY	3017664	-8437639	Residential	Masonry	1
364869	FL	WAKULLA COUNTY	3017664	-8437639	Residential	Masonry	1
622931	FL	WAKULLA COUNTY	3023651	-8423412	Residential	Wood	1
144721	FL	WAKULLA COUNTY	3012168	-8436711	Residential	Masonry	1
879044	FL	WAKULLA COUNTY	3012168	-8436711	Residential	Wood	1
293936	FL	WAKULLA COUNTY	3012168	-8436711	Residential	Wood	1
791778	FL	WAKULLA COUNTY	3011922	-8436619	Residential	Wood	1
771997	FL	WAKULLA COUNTY	3019279	-8437238	Residential	Masonry	1
610413	FL	WAKULLA COUNTY	3018578	-8436738	Residential	Wood	1
110834	FL	WAKULLA COUNTY	3019565	-8421955	Residential	Masonry	1
810838	FL	WAKULLA COUNTY	3023819	-8423659	Residential	Masonry	1
501151	FL	WAKULLA COUNTY	30105245	-84380515	Residential	Wood	3
132290	FL	WAKULLA COUNTY	3011059	-843753	Residential	Masonry	1
790532	FL	WAKULLA COUNTY	30167419	-84378029	Residential	Wood	1
793536	FL	WAKULLA COUNTY	301239	-8438646	Residential	Wood	1
252450	FL	WAKULLA COUNTY	30203882	-84367348	Commercial	Reinforced Masonry	1
390685	FL	WAKULLA COUNTY	30106205	-84379539	Residential	Masonry	1
263106	FL	WAKULLA COUNTY	30176907	-84378937	Residential	Masonry	1
222923	FL	WAKULLA COUNTY	30176907	-84378937	Residential	Wood	1
478696	FL	WAKULLA COUNTY	30217304	-84317062	Commercial	Reinforced Masonry	1
644404	FL	WAKULLA COUNTY	3010643	-8437651	Commercial	Reinforced Concrete	1
936549	FL	WAKULLA COUNTY	3010643	-8437651	Residential	Wood	1
726970	FL	WAKULLA COUNTY	3010643	-8437651	Residential	Wood	1
637467	FL	WAKULLA COUNTY	30108568	-84377693	Residential	Wood	1
506061	FL	WAKULLA COUNTY	301106	-84376602	Residential	Wood	1
405009	FL	WAKULLA COUNTY	30198738	-84303055	Residential	Masonry	1
797729	FL	WAKULLA COUNTY	30175625	-84381538	Residential	Masonry	1
342656	FL	WAKULLA COUNTY	3010841	-843778	Residential	Wood	1
808248	FL	WAKULLA COUNTY	3008048	-843906	Commercial	Reinforced Concrete	1
586817	FL	WAKULLA COUNTY	30218796	-84317047	Commercial	Reinforced Concrete	1
297047	FL	WAKULLA COUNTY	30218796	-84317047	Residential	Wood	1
377880	FL	WAKULLA COUNTY	30218796	-84317047	Residential	Wood	1
960034	FL	WAKULLA COUNTY	3018179	-8439132	Commercial	Reinforced Concrete	1
556888	FL	WAKULLA COUNTY	3018179	-8439132	Residential	Masonry	1
440763	FL	WAKULLA COUNTY	30256979	-84353737	Commercial	Reinforced Concrete	1
827514	FL	WAKULLA COUNTY	30175804	-84375031	Commercial	Reinforced Masonry	1
261396	FL	WAKULLA COUNTY	3018403	-8436592	Residential	Masonry	1
971391	FL	WAKULLA COUNTY	3018521	-8436518	Residential	Masonry	1
329887	FL	WAKULLA COUNTY	30174675	-84375046	Residential	Masonry	1
790204	FL	WAKULLA COUNTY	30175482	-84376579	Residential	Wood	1
593181	FL	WAKULLA COUNTY	30251163	-843246	Residential	Wood	1
567130	FL	WAKULLA COUNTY	30196081	-84376663	Residential	Masonry	1
778905	FL	WAKULLA COUNTY	30170156	-84333748	Residential	Wood	1
565101	FL	WAKULLA COUNTY	30170156	-84333748	Residential	Wood	1
124465	FL	WAKULLA COUNTY	30196609	-84378708	Residential	Wood	1
254681	FL	WAKULLA COUNTY	300812	-8441903	Residential	Masonry	1
730075	FL	WAKULLA COUNTY	300812	-8441903	Residential	Wood	1
469022	FL	WAKULLA COUNTY	3009068	-8438786	Residential	Wood	1
427994	FL	WAKULLA COUNTY	3017395	-8437457	Residential	Masonry	1
904768	FL	WAKULLA COUNTY	3018395	-84375687	Residential	Wood	1
952446	FL	WAKULLA COUNTY	3011775	-84377197	Residential	Wood	1
802386	FL	WAKULLA COUNTY	30117266	-84378876	Residential	Wood	1
443430	FL	WAKULLA COUNTY	30183367	-84373779	Residential	Wood	1
306353	FL	WAKULLA COUNTY	30183367	-84373779	Residential	Wood	1
425957	FL	FRANKLIN COUNTY	29735466	-84882439	Residential	Wood	1
984289	FL	FRANKLIN COUNTY	29663502	-84865135	Residential	Masonry	3
841525	FL	FRANKLIN COUNTY	29766109	-84832619	Residential	Wood	1
671320	FL	FRANKLIN COUNTY	29766109	-84832619	Residential	Wood	1
790892	FL	FRANKLIN COUNTY	29766109	-84832619	Residential	Wood	1
387385	FL	FRANKLIN COUNTY	29766109	-84832619	Residential	Wood	1
485814	FL	FRANKLIN COUNTY	29683138	-84797722	Commercial	Reinforced Masonry	1
803291	FL	FRANKLIN COUNTY	29760885	-8481884	Commercial	Reinforced Masonry	3
575869	FL	FRANKLIN COUNTY	29760885	-8481884	Commercial	Reinforced Masonry	3
274205	FL	FRANKLIN COUNTY	29760885	-8481884	Commercial	Reinforced Masonry	3
508824	FL	FRANKLIN COUNTY	29760885	-8481884	Commercial	Reinforced Masonry	3
176891	FL	FRANKLIN COUNTY	29743252	-84875603	Residential	Wood	1
201277	FL	FRANKLIN COUNTY	29743252	-84875603	Residential	Masonry	1
242745	FL	FRANKLIN COUNTY	29743252	-84875603	Residential	Masonry	1
272543	FL	FRANKLIN COUNTY	29743252	-84875603	Residential	Wood	1
354967	FL	FRANKLIN COUNTY	29743252	-84875603	Residential	Masonry	1
417685	FL	FRANKLIN COUNTY	29663025	-84863983	Residential	Masonry	3
216543	FL	GADSDEN COUNTY	305664	-847448	Residential	Wood	1
547186	FL	GADSDEN COUNTY	305664	-847448	Residential	Wood	3
766555	FL	GADSDEN COUNTY	305664	-847448	Residential	Wood	3
340437	FL	GADSDEN COUNTY	305664	-847448	Residential	Wood	3
960468	FL	GADSDEN COUNTY	305664	-847448	Residential	Wood	3
578597	FL	GADSDEN COUNTY	305664	-847448	Residential	Wood	1
316406	FL	GADSDEN COUNTY	305664	-847448	Residential	Wood	1
730243	FL	GADSDEN COUNTY	305664	-847448	Residential	Wood	1
340294	FL	GADSDEN COUNTY	305664	-847448	Residential	Masonry	1
348693	FL	GADSDEN COUNTY	305664	-847448	Residential	Wood	1
198785	FL	GADSDEN COUNTY	305664	-847448	Residential	Wood	1
296809	FL	GADSDEN COUNTY	305664	-847448	Commercial	Reinforced Masonry	3
466837	FL	GADSDEN COUNTY	305664	-847448	Commercial	Reinforced Masonry	3
931973	FL	GADSDEN COUNTY	305664	-847448	Residential	Masonry	3
478208	FL	GADSDEN COUNTY	305664	-847448	Residential	Masonry	3
327460	FL	GADSDEN COUNTY	305664	-847448	Residential	Wood	3
755449	FL	GADSDEN COUNTY	305664	-847448	Residential	Wood	3
246887	FL	GADSDEN COUNTY	305664	-847448	Residential	Masonry	3
790477	FL	MADISON COUNTY	304671	-836319	Residential	Wood	3
807314	FL	MADISON COUNTY	3046936	-83623856	Residential	Masonry	3
852868	FL	MADISON COUNTY	30467911	-83631485	Residential	Wood	3
757484	FL	MADISON COUNTY	3045	-836468	Residential	Wood	3
539258	FL	MADISON COUNTY	3047081	-83613015	Residential	Wood	3
125300	FL	MADISON COUNTY	3047081	-83613015	Residential	Wood	3
515247	FL	MADISON COUNTY	3047081	-83613015	Residential	Wood	3
362625	FL	MADISON COUNTY	3045	-836468	Residential	Wood	4
441367	FL	MADISON COUNTY	3045	-836468	Residential	Wood	4
428148	FL	MADISON COUNTY	3045	-836468	Residential	Wood	4
251047	FL	GADSDEN COUNTY	30606171	-84656975	Residential	Masonry	4
613819	FL	GADSDEN COUNTY	30606171	-84656975	Residential	Masonry	4
494107	FL	GADSDEN COUNTY	30614	-846612	Residential	Wood	3
634777	FL	GADSDEN COUNTY	30614	-846612	Residential	Wood	4
984559	FL	GADSDEN COUNTY	30614	-846612	Residential	Wood	3
388907	FL	GADSDEN COUNTY	30630211	-84665741	Residential	Masonry	3
444433	FL	GADSDEN COUNTY	306152	-844172	Residential	Wood	4
136473	FL	GADSDEN COUNTY	306152	-844172	Residential	Wood	4
928946	FL	GADSDEN COUNTY	306152	-844172	Commercial	Reinforced Masonry	3
276598	FL	GADSDEN COUNTY	306152	-844172	Commercial	Reinforced Masonry	3
957251	FL	GADSDEN COUNTY	306152	-844172	Commercial	Reinforced Masonry	3
437315	FL	GADSDEN COUNTY	306152	-844172	Commercial	Reinforced Masonry	3
880804	FL	GADSDEN COUNTY	306152	-844172	Residential	Wood	3
278989	FL	GADSDEN COUNTY	306152	-844172	Residential	Wood	3
223853	FL	GADSDEN COUNTY	306152	-844172	Residential	Wood	3
526575	FL	GADSDEN COUNTY	306152	-844172	Residential	Wood	3
914254	FL	GADSDEN COUNTY	306152	-844172	Residential	Wood	3
485361	FL	GADSDEN COUNTY	306152	-844172	Residential	Wood	3
689055	FL	GADSDEN COUNTY	306152	-844172	Commercial	Reinforced Masonry	3
662290	FL	GADSDEN COUNTY	30607744	-84423531	Residential	Wood	3
311286	FL	GADSDEN COUNTY	3062174	-84418976	Residential	Wood	4
830307	FL	GADSDEN COUNTY	30668185	-84312395	Residential	Wood	3
886048	FL	GADSDEN COUNTY	30668185	-84312395	Residential	Wood	3
100316	FL	GADSDEN COUNTY	30668185	-84312395	Residential	Wood	3
302424	FL	GADSDEN COUNTY	30668185	-84312395	Residential	Wood	3
902058	FL	GADSDEN COUNTY	30668185	-84312395	Residential	Wood	3
465430	FL	GADSDEN COUNTY	3062174	-84418976	Residential	Wood	4
704037	FL	GADSDEN COUNTY	3062174	-84418976	Residential	Wood	4
465920	FL	GADSDEN COUNTY	30626411	-84411339	Residential	Wood	3
485918	FL	GADSDEN COUNTY	3062174	-84418976	Residential	Wood	4
211655	FL	GADSDEN COUNTY	3062174	-84418976	Residential	Wood	4
461546	FL	GADSDEN COUNTY	30626411	-84411339	Residential	Wood	3
956939	FL	GADSDEN COUNTY	30626411	-84411339	Residential	Wood	3
223206	FL	GADSDEN COUNTY	30668185	-84312395	Residential	Wood	3
808184	FL	GADSDEN COUNTY	30626411	-84411339	Residential	Wood	3
263920	FL	GADSDEN COUNTY	30614677	-84415138	Residential	Wood	4
481056	FL	GADSDEN COUNTY	306152	-844172	Residential	Wood	4
885148	FL	GADSDEN COUNTY	30668185	-84312395	Residential	Wood	3
639151	FL	GADSDEN COUNTY	306276	-84414352	Residential	Wood	1
939684	FL	GADSDEN COUNTY	306152	-844172	Residential	Wood	4
730817	FL	GADSDEN COUNTY	306152	-844172	Residential	Wood	4
881633	FL	GADSDEN COUNTY	30627642	-84409134	Residential	Masonry	1
351383	FL	GADSDEN COUNTY	30630468	-84415138	Residential	Masonry	3
194298	FL	GADSDEN COUNTY	30625668	-84414558	Residential	Wood	1
892232	FL	GADSDEN COUNTY	30618567	-84411736	Residential	Wood	4
332022	FL	GADSDEN COUNTY	3062524	-84409058	Residential	Wood	1
568246	FL	GADSDEN COUNTY	30614677	-84415161	Residential	Wood	4
363008	FL	GADSDEN COUNTY	30614677	-84415161	Residential	Wood	4
463483	FL	GADSDEN COUNTY	30614677	-84415161	Residential	Wood	4
679828	FL	GADSDEN COUNTY	30614677	-84415161	Residential	Wood	4
958563	FL	GADSDEN COUNTY	30614677	-84415161	Residential	Wood	4
349028	FL	GADSDEN COUNTY	30551399	-84490463	Commercial	Reinforced Masonry	3
483460	FL	GADSDEN COUNTY	30551399	-84490463	Residential	Masonry	3
267578	FL	GADSDEN COUNTY	3062405	-84405151	Commercial	Reinforced Masonry	3
951972	FL	GADSDEN COUNTY	3062405	-84405151	Residential	Masonry	3
230094	FL	GADSDEN COUNTY	3062405	-84405151	Residential	Masonry	3
107453	FL	GADSDEN COUNTY	30551399	-84490463	Commercial	Reinforced Masonry	3
310848	FL	GADSDEN COUNTY	306207	-844192	Residential	Masonry	1
480667	FL	GADSDEN COUNTY	306207	-844192	Residential	Masonry	1
376972	FL	GADSDEN COUNTY	306207	-844192	Residential	Masonry	1
329020	FL	GADSDEN COUNTY	306152	-844172	Residential	Wood	4
687753	FL	GADSDEN COUNTY	306152	-844172	Residential	Wood	4
839888	FL	GADSDEN COUNTY	306152	-844172	Residential	Wood	4
248834	FL	GADSDEN COUNTY	30648695	-84385422	Residential	Masonry	1
462344	FL	LIBERTY COUNTY	30386042	-84797195	Residential	Wood	3
583299	FL	LIBERTY COUNTY	30388748	-84798416	Commercial	Reinforced Concrete	1
460519	FL	LIBERTY COUNTY	30388748	-84798416	Residential	Wood	1
733735	FL	LIBERTY COUNTY	30388748	-84798416	Residential	Wood	1
267190	FL	LIBERTY COUNTY	30388748	-84798416	Residential	Wood	1
408444	FL	MADISON COUNTY	3053849	-833663	Residential	Wood	3
941525	FL	MADISON COUNTY	3053849	-833663	Residential	Wood	3
701341	FL	MADISON COUNTY	30588146	-83449165	Residential	Wood	1
670477	FL	MADISON COUNTY	3046804	-8341442	Residential	Wood	1
569296	FL	MADISON COUNTY	30468653	-83421143	Residential	Wood	1
186507	FL	MADISON COUNTY	30471075	-8341658	Residential	Masonry	1
141517	FL	MADISON COUNTY	30471075	-8341658	Residential	Wood	1
424714	FL	MADISON COUNTY	30471075	-8341658	Residential	Masonry	1
569209	FL	MADISON COUNTY	30467375	-83371555	Residential	Wood	1
950233	FL	MADISON COUNTY	30473005	-8341918	Commercial	Reinforced Masonry	1
484152	FL	MADISON COUNTY	30473005	-8341918	Residential	Masonry	1
196725	FL	MADISON COUNTY	30473005	-8341918	Residential	Masonry	1
124654	FL	MADISON COUNTY	30473005	-8341918	Commercial	Reinforced Masonry	1
911722	FL	MADISON COUNTY	30473005	-8341918	Residential	Wood	1
765060	FL	MADISON COUNTY	30473005	-8341918	Residential	Wood	1
688938	FL	MADISON COUNTY	30473005	-8341918	Residential	Wood	1
273297	FL	MADISON COUNTY	30473005	-8341918	Residential	Wood	1
248817	FL	MADISON COUNTY	30473005	-8341918	Residential	Wood	1
226968	FL	MADISON COUNTY	30472825	-8341993	Residential	Wood	1
840749	FL	MADISON COUNTY	30443	-834077	Residential	Masonry	4
599513	FL	MADISON COUNTY	3047292	-8343244	Residential	Wood	4
352034	FL	MADISON COUNTY	304424	-83412425	Residential	Wood	4
459881	FL	MADISON COUNTY	30482315	-83416905	Residential	Wood	1
596506	FL	MADISON COUNTY	30482315	-83416905	Residential	Wood	1
419655	FL	MADISON COUNTY	3046419	-83420805	Residential	Wood	4
823571	FL	MADISON COUNTY	30443	-834077	Residential	Wood	4
700978	FL	MADISON COUNTY	30482315	-83416905	Residential	Wood	1
425548	FL	MADISON COUNTY	30443	-834077	Residential	Wood	3
416477	FL	MADISON COUNTY	30466915	-83410565	Residential	Masonry	3
997627	FL	MADISON COUNTY	30443	-834077	Residential	Wood	4
904796	FL	MADISON COUNTY	30443	-834077	Residential	Wood	4
366928	FL	MADISON COUNTY	30443	-834077	Residential	Wood	4
620351	FL	MADISON COUNTY	30482315	-83416905	Residential	Masonry	1
284239	FL	MADISON COUNTY	30467772	-83415154	Residential	Wood	1
790773	FL	MADISON COUNTY	3047253	-8341609	Residential	Masonry	3
220438	FL	MADISON COUNTY	30443	-834077	Residential	Wood	4
608209	FL	MADISON COUNTY	30461992	-8340593	Residential	Wood	3
979905	FL	MADISON COUNTY	30482315	-83416905	Residential	Wood	1
430332	FL	MADISON COUNTY	30482315	-83416905	Residential	Wood	1
342163	FL	MADISON COUNTY	30482315	-83416905	Residential	Wood	1
686993	FL	MADISON COUNTY	30482315	-83416905	Residential	Wood	1
871485	FL	MADISON COUNTY	30482315	-83416905	Residential	Wood	1
675816	FL	MADISON COUNTY	30482315	-83416905	Residential	Wood	1
536685	FL	MADISON COUNTY	30482315	-83416905	Residential	Masonry	1
623673	FL	MADISON COUNTY	304694	-83408203	Residential	Masonry	1
374046	FL	MADISON COUNTY	30443	-834077	Residential	Wood	4
227293	FL	MADISON COUNTY	30443	-834077	Residential	Masonry	4
544721	FL	MADISON COUNTY	30443	-834077	Residential	Wood	4
187389	FL	MADISON COUNTY	30443	-834077	Residential	Wood	4
233931	FL	MADISON COUNTY	30443	-834077	Residential	Wood	4
979777	FL	MADISON COUNTY	3047115	-8340936	Residential	Masonry	1
854640	FL	MADISON COUNTY	3047115	-8340936	Residential	Wood	1
713166	FL	MADISON COUNTY	3047115	-8340936	Residential	Wood	1
622713	FL	MADISON COUNTY	30479109	-83443359	Commercial	Reinforced Masonry	1
760557	FL	MADISON COUNTY	30479109	-83443359	Residential	Masonry	1
386420	FL	MADISON COUNTY	30479109	-83443359	Residential	Masonry	1
990463	FL	MADISON COUNTY	30479109	-83443359	Commercial	Reinforced Masonry	1
186358	FL	MADISON COUNTY	30483034	-83451988	Residential	Masonry	1
364912	FL	MADISON COUNTY	3047	-8340091	Residential	Masonry	1
352489	FL	GADSDEN COUNTY	3049909	-8445804	Residential	Wood	3
549727	FL	JEFFERSON COUNTY	30532766	-83870392	Residential	Masonry	1
271003	FL	JEFFERSON COUNTY	3047566	-839217	Residential	Wood	3
814262	FL	JEFFERSON COUNTY	30543957	-83872536	Residential	Wood	1
896386	FL	JEFFERSON COUNTY	305446	-83848615	Residential	Masonry	1
865501	FL	JEFFERSON COUNTY	305446	-83848615	Residential	Wood	1
453724	FL	JEFFERSON COUNTY	30539953	-83916855	Residential	Masonry	1
408265	FL	JEFFERSON COUNTY	30539953	-83916855	Residential	Wood	1
520733	FL	JEFFERSON COUNTY	30539953	-83916855	Residential	Wood	1
993917	FL	JEFFERSON COUNTY	30539953	-83916855	Residential	Wood	1
343211	FL	JEFFERSON COUNTY	30539953	-83916855	Residential	Wood	1
850825	FL	JEFFERSON COUNTY	30539953	-83916855	Residential	Wood	1
378860	FL	JEFFERSON COUNTY	305114	-839001	Residential	Masonry	4
682241	FL	JEFFERSON COUNTY	30368809	-83984932	Residential	Masonry	1
640824	FL	JEFFERSON COUNTY	30405505	-83972665	Residential	Masonry	1
807855	FL	JEFFERSON COUNTY	305114	-839001	Residential	Masonry	4
349153	FL	JEFFERSON COUNTY	30546518	-83868523	Residential	Wood	3
336877	FL	JEFFERSON COUNTY	30544348	-83875465	Residential	Wood	3
491718	FL	JEFFERSON COUNTY	30529787	-83871391	Residential	Wood	1
963762	FL	JEFFERSON COUNTY	30529787	-83871391	Residential	Wood	1
110199	FL	JEFFERSON COUNTY	30544342	-83875702	Residential	Wood	3
560859	FL	JEFFERSON COUNTY	30544344	-8387558	Residential	Wood	3
971647	FL	JEFFERSON COUNTY	305114	-839001	Residential	Wood	3
299010	FL	JEFFERSON COUNTY	30557323	-83864334	Residential	Wood	3
731013	FL	JEFFERSON COUNTY	30557323	-83864334	Residential	Wood	3
183167	FL	JEFFERSON COUNTY	30544971	-83883484	Residential	Masonry	1
170649	FL	JEFFERSON COUNTY	30544985	-83880783	Residential	Masonry	1
677574	FL	JEFFERSON COUNTY	30522535	-83872871	Residential	Wood	3
980724	FL	JEFFERSON COUNTY	305114	-839001	Residential	Wood	3
361902	FL	JEFFERSON COUNTY	30554825	-83870201	Residential	Wood	1
361949	FL	JEFFERSON COUNTY	3054875	-8386926	Residential	Wood	3
762422	FL	JEFFERSON COUNTY	30544069	-83870987	Residential	Wood	3
230449	FL	JEFFERSON COUNTY	30544069	-83870987	Residential	Wood	3
626481	FL	JEFFERSON COUNTY	30548021	-83869141	Residential	Wood	1
596965	FL	JEFFERSON COUNTY	30548021	-83869141	Residential	Wood	1
663507	FL	JEFFERSON COUNTY	30524122	-83871483	Residential	Masonry	1
893473	FL	JEFFERSON COUNTY	30540556	-83875648	Residential	Wood	4
144278	FL	JEFFERSON COUNTY	30540556	-83875648	Residential	Wood	4
666220	FL	JEFFERSON COUNTY	3053974	-838591	Residential	Masonry	1
145040	FL	JEFFERSON COUNTY	3053974	-838591	Residential	Masonry	1
350628	FL	JEFFERSON COUNTY	3053974	-838591	Residential	Wood	1
143023	FL	JEFFERSON COUNTY	30551458	-83861794	Residential	Wood	3
347038	FL	JEFFERSON COUNTY	30551458	-83861794	Residential	Masonry	3
306792	FL	JEFFERSON COUNTY	30551458	-83861794	Commercial	Reinforced Masonry	3
479443	FL	JEFFERSON COUNTY	30551458	-83861794	Residential	Wood	3
139293	FL	JEFFERSON COUNTY	30490931	-83881279	Residential	Masonry	1
928529	FL	JEFFERSON COUNTY	30490931	-83881279	Residential	Masonry	1
406883	FL	JEFFERSON COUNTY	30490931	-83881279	Residential	Masonry	1
904481	FL	JEFFERSON COUNTY	30490931	-83881279	Residential	Masonry	1
800218	FL	JEFFERSON COUNTY	30490931	-83881279	Residential	Masonry	1
431173	FL	JEFFERSON COUNTY	30490931	-83881279	Commercial	Reinforced Masonry	1
779054	FL	JEFFERSON COUNTY	30540604	-83875404	Residential	Wood	4
995049	FL	JEFFERSON COUNTY	30554697	-83870201	Residential	Wood	1
726733	FL	JEFFERSON COUNTY	3053673	-83866295	Residential	Wood	4
980126	FL	JEFFERSON COUNTY	305519	-83864125	Residential	Wood	4
353282	FL	JEFFERSON COUNTY	30546605	-83869725	Residential	Wood	4
208099	FL	JEFFERSON COUNTY	30546225	-838661	Residential	Wood	4
776568	FL	JEFFERSON COUNTY	30546605	-83869725	Residential	Wood	4
219138	FL	WAKULLA COUNTY	3003546	-8439816	Residential	Wood	1
572410	FL	WAKULLA COUNTY	299885	-84386	Residential	Masonry	3
976645	FL	WAKULLA COUNTY	29973171	-84343582	Residential	Wood	1
243505	FL	WAKULLA COUNTY	30013313	-84385147	Residential	Wood	1
378722	FL	WAKULLA COUNTY	29978649	-84382965	Residential	Wood	1
397940	FL	WAKULLA COUNTY	29978678	-84382713	Residential	Wood	1
502466	FL	WAKULLA COUNTY	29973167	-84343643	Residential	Wood	1
878346	FL	WAKULLA COUNTY	30023474	-84388802	Residential	Wood	1
508637	FL	WAKULLA COUNTY	3003747	-84388031	Residential	Wood	1
982298	FL	WAKULLA COUNTY	30035131	-84389069	Residential	Wood	1
489930	FL	TAYLOR COUNTY	3012514	-8358924	Commercial	Reinforced Masonry	1
858457	FL	TAYLOR COUNTY	3018953	-8361212	Residential	Wood	1
339167	FL	TAYLOR COUNTY	30120317	-83577179	Residential	Wood	1
172384	FL	TAYLOR COUNTY	30120317	-83577179	Residential	Wood	1
123923	FL	TAYLOR COUNTY	30120317	-83577179	Residential	Wood	1
554572	FL	TAYLOR COUNTY	3012059	-83577332	Residential	Masonry	1
198361	FL	TAYLOR COUNTY	3012059	-83577332	Commercial	Reinforced Masonry	1
302493	FL	TAYLOR COUNTY	3012059	-83577332	Residential	Wood	1
111020	FL	TAYLOR COUNTY	3012059	-83577332	Residential	Wood	1
